latency_log,rssi_dbm,snr_db,channel_util%,num_assoc_devices,client_speed_mbps,distance_m,band,ap_vendor,protocol
3,4,3,4,2,2,2,2.4 GHz,Ubiquiti,ac
3,2,1,3,3,2,0,5 GHz,Ubiquiti,n
2,0,5,1,0,3,2,2.4 GHz,TP‑Link,ac
4,4,0,1,4,0,1,2.4 GHz,TP‑Link,n
3,5,1,3,0,3,2,5 GHz,Ubiquiti,ac
4,3,4,0,0,2,3,2.4 GHz,Ubiquiti,n
3,2,5,5,3,3,2,2.4 GHz,Cisco,ac
5,5,2,2,5,3,0,2.4 GHz,Ubiquiti,ac
3,2,3,3,5,2,5,2.4 GHz,TP‑Link,n
4,3,4,3,2,3,0,2.4 GHz,Aruba,ax
4,2,4,4,2,0,2,5 GHz,Aruba,n
3,4,5,2,3,1,4,2.4 GHz,Cisco,n
3,3,0,4,2,1,5,2.4 GHz,Ubiquiti,ac
2,2,1,1,4,1,3,2.4 GHz,Cisco,ac
5,2,5,1,4,2,1,2.4 GHz,TP‑Link,n
4,1,3,0,2,3,3,2.4 GHz,Ubiquiti,n
2,2,3,0,1,0,2,5 GHz,TP‑Link,ac
5,0,2,0,5,0,4,5 GHz,Ubiquiti,n
3,2,2,2,4,3,2,5 GHz,Ubiquiti,ac
4,0,1,0,2,3,0,2.4 GHz,Cisco,ac
1,1,2,1,1,0,3,2.4 GHz,Cisco,n
4,2,0,2,2,0,0,2.4 GHz,Cisco,n
3,0,1,4,5,1,3,2.4 GHz,Aruba,ac
2,1,5,0,1,0,1,2.4 GHz,Aruba,ac
3,4,0,4,5,2,5,2.4 GHz,Aruba,ac
5,5,4,3,1,3,2,5 GHz,Cisco,ac
2,3,0,0,1,3,0,5 GHz,Cisco,ac
2,4,4,0,0,1,3,2.4 GHz,TP‑Link,n
3,4,1,5,0,1,4,2.4 GHz,TP‑Link,ac
3,5,4,2,1,1,0,2.4 GHz,Aruba,ac
4,5,2,5,4,3,4,5 GHz,Aruba,ax
4,0,4,3,3,5,4,2.4 GHz,Aruba,ac
3,2,4,0,3,5,4,5 GHz,Cisco,ax
3,5,3,4,0,1,2,2.4 GHz,Cisco,ac
5,5,4,2,3,0,3,5 GHz,Cisco,n
4,3,5,2,3,0,2,5 GHz,Aruba,ac
3,2,3,1,2,5,2,2.4 GHz,Cisco,ac
3,0,0,2,3,5,0,5 GHz,Aruba,ac
3,2,0,5,0,2,2,5 GHz,Aruba,n
4,3,3,1,2,0,4,2.4 GHz,Aruba,n
2,3,2,3,4,1,0,2.4 GHz,TP‑Link,n
4,3,3,0,0,3,0,2.4 GHz,Cisco,ac
3,1,4,4,0,3,1,2.4 GHz,Cisco,ac
3,5,1,5,4,3,1,5 GHz,Ubiquiti,ac
3,1,4,5,3,3,2,2.4 GHz,Ubiquiti,n
4,2,5,4,1,0,4,5 GHz,Cisco,ac
2,3,1,4,2,3,0,5 GHz,Cisco,ac
3,1,5,3,5,5,4,2.4 GHz,TP‑Link,ax
4,0,5,5,1,1,4,2.4 GHz,Aruba,ax
4,3,2,0,2,2,2,5 GHz,Cisco,ac
0,1,4,1,5,0,1,2.4 GHz,Aruba,ac
3,5,5,0,1,3,0,2.4 GHz,Ubiquiti,ac
4,4,5,1,2,1,0,5 GHz,Cisco,ac
3,2,2,1,1,5,1,2.4 GHz,TP‑Link,n
2,2,4,2,2,2,3,5 GHz,Ubiquiti,ax
4,5,3,4,1,1,2,2.4 GHz,Ubiquiti,ac
4,0,2,5,5,2,3,5 GHz,TP‑Link,ac
1,2,3,3,0,0,5,5 GHz,Aruba,ac
1,0,5,0,3,5,0,2.4 GHz,Aruba,ac
3,0,0,0,3,1,5,2.4 GHz,TP‑Link,ac
4,5,5,2,4,1,1,2.4 GHz,Ubiquiti,n
2,0,2,3,0,1,2,5 GHz,Aruba,ac
0,5,5,4,5,2,4,2.4 GHz,TP‑Link,ax
3,4,0,2,1,3,4,2.4 GHz,Ubiquiti,ac
3,3,5,1,4,2,4,2.4 GHz,Ubiquiti,n
3,4,2,0,0,0,4,5 GHz,Ubiquiti,ac
4,1,5,3,0,3,0,2.4 GHz,Aruba,ac
3,0,2,5,3,2,2,5 GHz,TP‑Link,ax
2,2,4,0,0,5,2,5 GHz,Cisco,ax
2,4,3,0,2,0,5,2.4 GHz,Cisco,n
3,1,1,0,2,3,5,5 GHz,Aruba,n
3,1,1,3,2,5,1,2.4 GHz,Ubiquiti,n
1,4,3,1,0,0,4,5 GHz,Aruba,n
3,3,2,4,4,5,1,5 GHz,Aruba,ac
2,3,3,4,1,3,4,2.4 GHz,Ubiquiti,ac
2,2,4,3,4,3,1,2.4 GHz,Aruba,ac
2,4,4,0,1,5,4,5 GHz,Cisco,n
5,4,0,3,1,0,0,2.4 GHz,Cisco,n
4,2,2,2,0,0,4,2.4 GHz,Cisco,ac
5,0,0,5,5,2,2,5 GHz,Ubiquiti,ac
3,5,3,4,2,2,4,2.4 GHz,TP‑Link,n
4,0,3,5,0,5,0,2.4 GHz,Cisco,n
3,2,5,2,1,2,5,2.4 GHz,TP‑Link,ac
2,5,2,1,0,0,3,2.4 GHz,Aruba,n
3,2,2,2,0,2,2,2.4 GHz,TP‑Link,ac
4,4,3,4,0,1,2,2.4 GHz,Ubiquiti,ax
2,2,0,3,4,5,1,2.4 GHz,Aruba,n
4,4,0,2,3,3,3,2.4 GHz,Aruba,ac
3,3,4,5,5,3,0,5 GHz,Aruba,ac
4,1,1,2,5,3,4,5 GHz,TP‑Link,ac
3,5,2,5,3,0,4,2.4 GHz,Cisco,n
1,2,5,3,3,5,1,2.4 GHz,TP‑Link,n
3,2,1,0,5,0,0,2.4 GHz,Ubiquiti,ac
4,4,5,2,5,0,5,2.4 GHz,Ubiquiti,n
3,5,3,4,0,0,3,5 GHz,Aruba,ac
3,5,1,5,3,0,4,2.4 GHz,Aruba,ac
3,2,5,3,4,5,3,2.4 GHz,Ubiquiti,ax
1,1,3,0,5,0,1,5 GHz,Ubiquiti,ac
4,1,1,2,2,0,4,5 GHz,Aruba,ax
0,1,2,5,3,0,2,2.4 GHz,Aruba,ax
5,1,2,2,2,2,1,5 GHz,Ubiquiti,ac
3,2,5,2,3,0,3,2.4 GHz,Aruba,n
4,0,2,5,4,3,5,5 GHz,Ubiquiti,n
1,3,0,2,3,0,4,2.4 GHz,Aruba,ac
4,5,4,4,4,0,4,2.4 GHz,TP‑Link,n
4,2,4,0,0,0,1,2.4 GHz,TP‑Link,ac
4,0,2,3,0,0,1,2.4 GHz,Ubiquiti,ac
0,2,5,0,5,0,4,2.4 GHz,Ubiquiti,ac
2,2,2,1,2,5,4,5 GHz,Cisco,ac
3,3,1,3,2,2,5,2.4 GHz,Ubiquiti,ac
4,1,4,3,4,1,5,5 GHz,Cisco,ac
2,1,0,0,3,5,2,2.4 GHz,Ubiquiti,ac
2,4,5,3,3,1,3,5 GHz,TP‑Link,ac
3,1,4,2,5,5,3,2.4 GHz,TP‑Link,ac
3,5,1,2,1,1,1,2.4 GHz,Cisco,ac
2,1,0,4,1,5,3,2.4 GHz,Ubiquiti,n
2,4,3,5,0,0,5,2.4 GHz,TP‑Link,ac
2,0,3,0,5,2,5,2.4 GHz,TP‑Link,ac
3,1,4,5,0,1,3,5 GHz,Cisco,ax
4,2,1,0,2,5,1,2.4 GHz,Ubiquiti,ac
3,2,1,5,2,0,5,2.4 GHz,Cisco,ac
3,0,2,3,5,1,5,2.4 GHz,Aruba,n
3,1,4,4,2,0,3,5 GHz,Aruba,ac
5,5,5,1,0,2,2,2.4 GHz,Aruba,ac
3,5,2,3,1,0,1,2.4 GHz,Ubiquiti,ax
1,2,0,3,2,1,1,2.4 GHz,Ubiquiti,ac
3,0,0,1,4,2,0,5 GHz,TP‑Link,n
4,1,3,3,0,0,2,5 GHz,TP‑Link,ax
2,5,0,5,4,0,0,2.4 GHz,Ubiquiti,n
4,5,4,0,1,0,3,2.4 GHz,TP‑Link,ac
2,4,0,2,1,0,1,2.4 GHz,Ubiquiti,ac
2,5,2,2,0,5,5,2.4 GHz,Cisco,ax
3,4,4,1,1,3,0,5 GHz,Ubiquiti,n
2,3,2,2,3,0,2,5 GHz,Aruba,ac
2,4,4,0,5,2,0,2.4 GHz,Cisco,n
4,3,1,0,0,0,3,5 GHz,Cisco,ac
3,2,4,5,5,5,1,2.4 GHz,Ubiquiti,ac
2,3,2,1,1,3,0,5 GHz,Ubiquiti,n
2,1,4,1,5,3,3,5 GHz,Aruba,ax
5,3,5,3,4,0,3,5 GHz,Ubiquiti,ac
4,2,2,4,4,1,1,2.4 GHz,TP‑Link,ax
4,2,1,5,2,5,5,2.4 GHz,Ubiquiti,ac
3,1,5,3,5,2,4,2.4 GHz,Ubiquiti,ac
4,5,4,1,2,2,3,2.4 GHz,Cisco,n
2,4,5,1,0,5,5,2.4 GHz,Ubiquiti,n
3,0,2,4,1,3,4,5 GHz,Ubiquiti,n
0,2,2,5,0,1,2,2.4 GHz,TP‑Link,n
4,2,0,5,1,0,5,2.4 GHz,Aruba,n
2,5,4,5,0,0,3,5 GHz,TP‑Link,n
1,4,5,3,2,3,0,2.4 GHz,Ubiquiti,ac
3,5,4,1,3,0,0,2.4 GHz,Aruba,n
3,2,1,2,2,0,0,2.4 GHz,Cisco,n
4,0,2,0,1,5,2,5 GHz,Cisco,ac
3,4,2,2,1,1,0,2.4 GHz,Ubiquiti,n
2,1,0,3,3,0,3,2.4 GHz,TP‑Link,n
3,3,0,4,1,2,2,2.4 GHz,Cisco,ac
5,2,1,1,0,5,2,2.4 GHz,TP‑Link,ax
4,2,3,4,4,0,2,5 GHz,Aruba,n
4,0,5,1,3,2,2,5 GHz,Aruba,ac
4,4,5,4,1,3,5,2.4 GHz,Cisco,n
4,4,4,5,5,2,2,2.4 GHz,Cisco,ac
2,2,5,1,1,5,5,2.4 GHz,Ubiquiti,n
4,4,4,1,4,1,5,5 GHz,TP‑Link,ac
4,5,3,5,0,3,2,2.4 GHz,Ubiquiti,ac
4,4,5,2,2,1,0,2.4 GHz,Cisco,n
2,5,5,1,1,0,5,2.4 GHz,Aruba,ax
2,2,1,1,0,0,1,2.4 GHz,Aruba,ac
2,2,1,2,2,0,0,5 GHz,Cisco,n
3,5,5,2,1,3,5,2.4 GHz,Ubiquiti,ac
4,4,0,5,1,1,3,5 GHz,Ubiquiti,n
3,3,3,2,2,3,1,2.4 GHz,Cisco,n
3,3,2,2,5,3,1,2.4 GHz,Ubiquiti,ac
1,5,4,1,1,2,4,5 GHz,Ubiquiti,ac
2,4,5,4,0,5,0,2.4 GHz,Aruba,ax
5,4,1,4,4,1,4,5 GHz,TP‑Link,ac
4,0,1,3,2,3,2,2.4 GHz,Aruba,ax
3,4,1,4,5,2,5,2.4 GHz,Aruba,ac
4,1,4,1,4,3,3,2.4 GHz,Aruba,n
3,0,2,3,1,1,5,5 GHz,Cisco,ac
4,1,3,4,4,1,5,5 GHz,Ubiquiti,ac
4,4,2,5,0,3,2,5 GHz,Cisco,n
3,4,4,1,2,5,2,5 GHz,Aruba,ac
4,1,0,0,0,0,5,2.4 GHz,Ubiquiti,n
4,1,2,4,4,5,0,5 GHz,TP‑Link,ac
3,2,1,3,4,5,2,2.4 GHz,Cisco,ac
3,2,3,0,5,2,3,5 GHz,Aruba,ac
5,2,3,5,0,2,2,5 GHz,TP‑Link,ac
3,4,4,3,5,1,0,2.4 GHz,Cisco,n
4,2,5,3,4,2,1,5 GHz,Ubiquiti,ac
5,1,4,2,5,0,2,5 GHz,TP‑Link,n
4,0,0,5,2,1,5,2.4 GHz,Aruba,n
4,4,4,2,3,5,3,5 GHz,Ubiquiti,ac
3,1,0,3,2,2,1,2.4 GHz,Aruba,ac
4,1,2,3,4,1,1,5 GHz,Aruba,ac
3,4,3,5,4,0,3,5 GHz,Aruba,n
3,0,1,3,1,3,1,2.4 GHz,Aruba,ax
1,3,4,0,1,1,0,2.4 GHz,Ubiquiti,ax
3,0,4,5,5,2,0,2.4 GHz,Cisco,ac
4,5,3,0,4,1,4,5 GHz,Ubiquiti,n
4,4,3,3,0,0,5,5 GHz,Ubiquiti,n
3,4,5,2,0,0,3,5 GHz,Ubiquiti,ac
1,4,3,2,4,2,1,5 GHz,TP‑Link,n
1,2,1,5,4,0,1,2.4 GHz,Cisco,n
3,5,3,0,1,2,1,2.4 GHz,Ubiquiti,ac
0,4,2,0,5,5,1,5 GHz,TP‑Link,ax
4,0,0,5,0,0,3,2.4 GHz,Aruba,ac
4,3,5,1,0,5,5,2.4 GHz,TP‑Link,n
4,3,4,2,3,0,1,2.4 GHz,Aruba,n
4,1,3,5,3,1,2,2.4 GHz,Ubiquiti,n
0,2,4,4,1,2,3,5 GHz,Ubiquiti,n
3,5,3,3,3,0,2,2.4 GHz,TP‑Link,n
2,0,2,0,5,0,0,2.4 GHz,Ubiquiti,n
1,5,5,2,0,1,0,2.4 GHz,Aruba,n
2,4,3,3,4,0,3,2.4 GHz,Cisco,n
5,0,1,0,3,5,3,2.4 GHz,Aruba,ax
5,1,4,3,5,0,3,5 GHz,Ubiquiti,ac
2,5,0,4,1,3,4,2.4 GHz,Ubiquiti,ax
3,4,1,2,4,0,1,5 GHz,Cisco,ac
4,0,0,5,4,3,2,2.4 GHz,TP‑Link,ac
3,0,0,5,2,0,2,2.4 GHz,Ubiquiti,ac
5,5,5,4,3,3,1,5 GHz,Cisco,ac
2,0,2,1,4,3,4,2.4 GHz,TP‑Link,n
2,3,5,0,2,3,1,2.4 GHz,Ubiquiti,ac
2,5,3,4,4,0,3,2.4 GHz,Aruba,n
3,1,1,3,4,0,2,5 GHz,TP‑Link,ac
0,0,1,4,1,5,1,5 GHz,Aruba,n
3,4,2,2,4,1,1,2.4 GHz,Cisco,n
3,5,0,0,3,3,2,5 GHz,Aruba,ac
3,3,3,5,1,3,1,2.4 GHz,Aruba,n
2,1,2,5,5,3,4,5 GHz,Aruba,ax
3,0,0,4,0,0,3,5 GHz,Aruba,ac
3,5,3,0,3,1,4,2.4 GHz,Ubiquiti,ac
3,4,5,4,1,0,0,2.4 GHz,TP‑Link,n
4,5,5,5,4,0,5,5 GHz,TP‑Link,ac
2,4,2,2,5,5,3,2.4 GHz,TP‑Link,n
3,2,0,3,4,1,3,5 GHz,Aruba,n
1,2,5,0,2,3,5,2.4 GHz,Ubiquiti,ac
4,2,3,3,3,0,3,5 GHz,Aruba,n
2,4,4,4,1,0,5,2.4 GHz,Cisco,ac
4,0,0,1,0,2,1,5 GHz,Aruba,ac
4,0,1,3,2,2,4,2.4 GHz,Aruba,ax
3,5,1,1,3,1,5,5 GHz,Aruba,ac
3,1,4,0,2,0,1,5 GHz,Cisco,n
1,0,4,0,0,0,2,5 GHz,Aruba,ax
3,4,4,4,2,0,5,5 GHz,Cisco,ac
4,2,2,1,5,0,2,2.4 GHz,Aruba,n
3,1,1,0,2,0,4,2.4 GHz,Ubiquiti,ac
5,2,1,5,2,2,0,2.4 GHz,TP‑Link,ac
3,2,1,4,1,3,1,2.4 GHz,Ubiquiti,n
3,3,0,1,2,3,3,2.4 GHz,Cisco,ac
2,5,5,4,1,0,2,5 GHz,Ubiquiti,ac
5,5,4,3,5,2,3,5 GHz,Cisco,ac
1,4,4,0,4,3,3,2.4 GHz,TP‑Link,n
4,3,5,1,4,1,5,2.4 GHz,Ubiquiti,n
4,3,4,4,4,0,0,2.4 GHz,Aruba,ac
4,0,1,4,1,1,3,5 GHz,Cisco,n
2,3,1,2,4,0,2,5 GHz,Aruba,n
3,4,0,5,5,1,5,2.4 GHz,Cisco,ac
4,5,4,3,1,0,5,2.4 GHz,TP‑Link,ac
2,0,5,0,5,5,1,5 GHz,Ubiquiti,n
3,5,4,5,5,3,5,2.4 GHz,TP‑Link,ac
2,3,2,0,0,2,3,5 GHz,Cisco,n
3,0,1,5,0,5,1,2.4 GHz,Cisco,ac
3,5,2,0,2,5,0,5 GHz,Aruba,ac
5,2,1,2,4,0,1,5 GHz,Ubiquiti,n
4,2,0,0,3,2,3,2.4 GHz,Aruba,ac
1,1,2,4,4,2,2,2.4 GHz,Ubiquiti,ac
1,0,1,1,4,0,0,2.4 GHz,Ubiquiti,ax
4,0,4,3,1,0,5,2.4 GHz,Ubiquiti,n
3,1,5,1,3,1,3,2.4 GHz,Cisco,ax
5,1,1,4,0,0,5,2.4 GHz,Cisco,ac
5,2,0,2,0,3,1,5 GHz,Cisco,n
2,3,5,1,4,0,1,2.4 GHz,Aruba,ac
3,5,1,0,5,0,5,2.4 GHz,Aruba,ax
1,4,1,2,3,0,4,5 GHz,TP‑Link,ax
4,2,5,4,4,1,1,2.4 GHz,Cisco,n
5,5,5,0,5,5,2,2.4 GHz,Aruba,n
3,3,3,3,0,0,1,5 GHz,Aruba,ac
3,2,0,5,4,2,4,5 GHz,Aruba,ax
4,1,4,5,3,2,1,2.4 GHz,TP‑Link,ax
4,2,4,5,5,5,0,5 GHz,TP‑Link,n
4,0,2,5,1,2,4,2.4 GHz,Ubiquiti,n
3,0,3,1,3,5,0,2.4 GHz,Cisco,ac
2,5,3,0,5,3,3,2.4 GHz,Cisco,n
3,1,4,3,2,3,1,2.4 GHz,Cisco,n
3,3,3,4,1,1,2,2.4 GHz,Aruba,ac
5,0,5,2,5,1,0,2.4 GHz,Cisco,n
3,3,0,1,0,2,0,5 GHz,Aruba,ac
3,5,0,0,4,0,2,2.4 GHz,Aruba,ax
4,2,0,3,5,3,2,5 GHz,TP‑Link,n
1,0,0,0,0,0,2,2.4 GHz,Aruba,ac
2,0,2,4,2,5,0,5 GHz,TP‑Link,ac
5,4,0,4,3,0,5,2.4 GHz,Ubiquiti,ac
4,0,1,5,0,0,3,2.4 GHz,Cisco,ax
3,1,3,1,0,0,2,5 GHz,Cisco,n
4,5,5,0,1,0,5,2.4 GHz,TP‑Link,ax
5,3,4,3,5,0,0,5 GHz,Aruba,ac
3,5,1,4,2,5,2,5 GHz,Ubiquiti,n
4,5,0,5,4,3,3,5 GHz,Cisco,ac
4,4,4,0,3,0,1,2.4 GHz,Cisco,ac
1,5,4,0,2,1,1,5 GHz,Aruba,n
3,0,5,0,0,0,0,2.4 GHz,TP‑Link,ac
5,1,2,3,5,2,4,5 GHz,Cisco,n
5,1,0,0,3,1,4,2.4 GHz,Aruba,n
4,5,5,5,1,1,2,2.4 GHz,Aruba,ac
2,3,1,2,2,1,0,5 GHz,TP‑Link,ac
0,1,2,4,2,0,1,2.4 GHz,Ubiquiti,ac
2,1,2,1,5,2,2,5 GHz,TP‑Link,ac
1,4,5,1,2,0,1,2.4 GHz,Ubiquiti,ac
5,5,2,0,5,2,4,5 GHz,TP‑Link,ac
1,0,3,1,0,2,0,2.4 GHz,Aruba,ac
2,2,3,4,1,0,2,2.4 GHz,Cisco,n
3,3,5,4,0,5,5,2.4 GHz,Aruba,ac
3,1,5,4,5,5,2,2.4 GHz,Aruba,ax
5,4,3,0,3,3,4,5 GHz,Ubiquiti,ac
4,4,0,1,2,5,1,5 GHz,Aruba,ac
3,5,2,3,0,5,3,5 GHz,TP‑Link,ac
5,4,4,5,0,3,3,5 GHz,Cisco,n
3,5,4,1,5,1,3,5 GHz,Aruba,n
5,2,4,1,5,0,0,2.4 GHz,Ubiquiti,n
2,1,2,5,1,5,0,2.4 GHz,Ubiquiti,ac
3,1,4,2,4,1,0,5 GHz,Aruba,n
0,5,1,2,1,3,4,5 GHz,Aruba,n
4,3,3,2,5,5,5,2.4 GHz,Aruba,ac
3,1,2,2,0,5,1,2.4 GHz,Ubiquiti,ac
5,4,4,2,0,3,1,2.4 GHz,Cisco,n
3,1,5,4,2,0,2,5 GHz,Ubiquiti,n
1,1,5,4,1,0,2,2.4 GHz,TP‑Link,ac
4,0,4,0,4,3,3,5 GHz,Ubiquiti,n
2,5,4,0,5,0,2,5 GHz,Cisco,n
4,1,0,3,5,2,3,5 GHz,Cisco,ax
2,4,1,5,5,0,0,2.4 GHz,Cisco,ac
5,0,5,5,1,1,4,5 GHz,Aruba,ac
3,0,3,5,0,5,4,5 GHz,Cisco,ac
3,4,2,3,1,1,5,2.4 GHz,Aruba,n
5,0,4,1,4,0,3,2.4 GHz,Aruba,ac
4,0,0,0,0,1,3,2.4 GHz,TP‑Link,n
2,2,0,4,4,0,3,2.4 GHz,Aruba,n
4,3,0,5,3,5,0,2.4 GHz,Aruba,n
4,0,3,2,4,0,1,2.4 GHz,Ubiquiti,ac
3,0,0,0,0,5,5,5 GHz,Cisco,ac
4,2,0,4,2,0,5,2.4 GHz,Aruba,ac
5,4,4,2,0,2,5,2.4 GHz,Aruba,ac
3,0,4,3,0,5,4,5 GHz,Aruba,n
3,1,1,1,4,0,1,5 GHz,Aruba,ac
3,1,4,2,3,5,4,5 GHz,TP‑Link,n
2,1,0,4,4,1,3,5 GHz,Ubiquiti,n
3,1,2,5,0,2,0,5 GHz,Aruba,n
3,3,2,1,1,1,0,2.4 GHz,Ubiquiti,n
3,0,2,4,0,5,3,2.4 GHz,TP‑Link,ac
3,5,5,1,3,3,3,2.4 GHz,Aruba,ac
2,1,0,4,3,1,1,5 GHz,Aruba,ac
4,5,3,2,4,0,5,2.4 GHz,Cisco,ax
2,4,1,4,0,5,1,2.4 GHz,Cisco,ac
5,2,2,1,0,2,0,2.4 GHz,TP‑Link,ac
2,1,1,0,5,0,2,5 GHz,Ubiquiti,ac
5,5,4,4,3,1,2,2.4 GHz,Aruba,n
3,5,0,0,0,0,2,5 GHz,Cisco,ac
4,3,0,3,1,0,4,5 GHz,Aruba,ac
3,0,1,0,2,1,1,2.4 GHz,TP‑Link,ac
1,5,5,3,2,0,3,5 GHz,Aruba,n
1,2,0,0,4,0,3,2.4 GHz,Aruba,ac
2,0,0,0,2,0,5,2.4 GHz,Aruba,ac
3,4,2,5,3,5,4,2.4 GHz,Cisco,n
3,0,0,5,4,5,5,5 GHz,Cisco,n
4,2,3,2,0,0,5,2.4 GHz,Cisco,ac
3,0,2,2,2,2,0,5 GHz,TP‑Link,n
3,2,3,4,1,0,3,5 GHz,Ubiquiti,n
4,4,0,2,4,2,5,2.4 GHz,Ubiquiti,n
3,0,0,0,0,1,4,2.4 GHz,TP‑Link,n
4,0,0,1,1,0,5,2.4 GHz,Ubiquiti,n
4,5,4,3,3,3,0,2.4 GHz,Aruba,ac
4,1,4,5,3,3,2,5 GHz,TP‑Link,ac
4,0,0,3,0,0,0,2.4 GHz,TP‑Link,ac
3,3,2,3,5,0,0,5 GHz,Aruba,ax
5,1,4,4,0,0,3,5 GHz,TP‑Link,n
3,5,0,0,2,1,5,2.4 GHz,Ubiquiti,ac
2,1,0,3,0,1,4,2.4 GHz,Aruba,ac
3,3,3,1,3,2,3,5 GHz,TP‑Link,ac
1,5,3,2,2,2,5,5 GHz,Cisco,n
1,4,4,2,4,0,3,2.4 GHz,TP‑Link,ac
4,0,2,4,3,1,0,5 GHz,TP‑Link,ac
5,1,5,1,5,3,3,5 GHz,Aruba,n
3,0,0,5,0,5,0,5 GHz,Ubiquiti,n
4,5,0,3,3,5,2,5 GHz,Ubiquiti,ac
1,1,3,2,1,0,2,5 GHz,Ubiquiti,ac
4,0,5,1,3,2,5,5 GHz,Ubiquiti,n
3,2,0,0,5,0,0,2.4 GHz,TP‑Link,n
5,1,4,2,5,1,5,5 GHz,TP‑Link,ac
3,1,5,0,5,0,1,2.4 GHz,Ubiquiti,ac
2,2,3,4,5,0,2,5 GHz,Aruba,ac
1,5,5,4,4,5,5,2.4 GHz,Cisco,ac
3,1,1,3,5,3,2,5 GHz,Aruba,n
3,5,4,5,4,5,4,5 GHz,Aruba,n
3,4,2,0,0,1,5,5 GHz,TP‑Link,ac
4,2,1,5,5,1,1,2.4 GHz,Cisco,n
5,4,1,2,4,3,1,5 GHz,Cisco,ac
3,2,5,4,5,0,3,2.4 GHz,Ubiquiti,ac
1,1,4,5,1,3,2,2.4 GHz,Aruba,ac
3,1,4,0,3,3,2,2.4 GHz,Aruba,n
5,0,4,5,2,1,4,5 GHz,Cisco,n
3,3,1,5,0,5,5,5 GHz,Cisco,ac
4,0,1,4,3,0,2,2.4 GHz,Ubiquiti,n
2,1,3,0,1,1,1,5 GHz,TP‑Link,n
3,0,1,5,0,1,4,2.4 GHz,Aruba,n
4,0,3,1,1,1,3,2.4 GHz,Aruba,ac
3,5,5,0,4,1,4,5 GHz,Aruba,ax
5,0,4,3,4,1,5,5 GHz,Ubiquiti,ac
5,3,2,0,1,5,1,5 GHz,Ubiquiti,ac
4,2,5,3,1,1,4,2.4 GHz,Aruba,ac
4,0,3,0,4,2,1,2.4 GHz,Aruba,ac
3,1,2,4,2,3,1,2.4 GHz,Aruba,n
3,0,5,0,2,2,4,5 GHz,Aruba,ax
2,1,1,4,5,0,1,2.4 GHz,Aruba,ax
2,4,1,4,0,0,0,2.4 GHz,Aruba,ac
5,3,0,0,4,1,2,2.4 GHz,Aruba,n
5,4,3,0,3,1,2,2.4 GHz,Ubiquiti,ac
3,4,3,5,2,3,0,2.4 GHz,Aruba,n
3,5,4,2,4,1,2,5 GHz,Aruba,ac
4,0,0,3,1,5,2,2.4 GHz,Aruba,ac
3,0,1,1,3,5,3,2.4 GHz,Aruba,ac
2,2,0,2,1,3,2,5 GHz,Cisco,ax
1,3,1,5,4,3,0,2.4 GHz,Aruba,ax
5,4,5,5,2,0,4,2.4 GHz,TP‑Link,n
1,0,5,4,4,0,5,5 GHz,TP‑Link,ac
4,0,2,1,3,3,4,2.4 GHz,TP‑Link,ax
1,4,0,4,0,5,0,5 GHz,TP‑Link,ax
3,3,5,2,3,3,3,2.4 GHz,TP‑Link,ac
3,2,0,2,0,0,1,5 GHz,Aruba,n
1,1,0,1,4,3,2,2.4 GHz,Ubiquiti,ac
4,4,2,5,1,2,5,2.4 GHz,TP‑Link,ac
2,4,5,1,5,0,0,2.4 GHz,Aruba,n
1,0,4,5,1,5,5,2.4 GHz,TP‑Link,ax
4,0,2,5,2,1,2,2.4 GHz,Aruba,ac
3,4,2,3,3,2,3,2.4 GHz,TP‑Link,ax
2,5,0,0,0,1,2,2.4 GHz,Aruba,n
4,1,1,3,1,5,3,2.4 GHz,Aruba,ac
2,4,4,0,5,1,3,2.4 GHz,TP‑Link,ac
1,5,2,2,2,5,0,2.4 GHz,Ubiquiti,n
5,0,5,0,4,5,1,2.4 GHz,TP‑Link,ax
5,1,2,4,2,0,4,5 GHz,TP‑Link,ac
3,0,5,2,1,1,4,5 GHz,Ubiquiti,ac
3,4,4,5,3,3,3,2.4 GHz,Ubiquiti,ax
4,4,3,4,0,5,5,5 GHz,Cisco,ac
5,0,5,1,5,3,0,5 GHz,Aruba,ac
2,1,5,4,4,2,5,5 GHz,TP‑Link,n
3,4,1,1,4,1,2,2.4 GHz,Aruba,ac
3,5,1,1,0,0,5,2.4 GHz,Cisco,ac
4,4,4,1,1,5,2,5 GHz,TP‑Link,ac
4,1,0,4,2,0,4,2.4 GHz,Cisco,n
4,2,4,5,2,3,5,5 GHz,TP‑Link,ac
5,0,2,5,0,0,5,5 GHz,TP‑Link,ac
3,1,4,3,0,1,0,2.4 GHz,Aruba,ac
5,3,0,0,3,5,4,2.4 GHz,TP‑Link,ac
2,2,3,5,2,0,2,2.4 GHz,Ubiquiti,n
4,3,3,2,1,0,1,5 GHz,Aruba,ac
3,1,0,3,3,0,4,5 GHz,Aruba,ac
3,3,3,2,5,3,2,5 GHz,TP‑Link,ac
3,3,3,1,5,0,3,2.4 GHz,TP‑Link,ac
2,1,2,1,5,3,4,5 GHz,TP‑Link,ac
5,0,3,3,1,2,4,2.4 GHz,Aruba,ac
3,2,1,2,0,5,2,2.4 GHz,Cisco,n
3,0,3,0,1,2,2,2.4 GHz,Aruba,n
4,0,1,2,1,1,2,2.4 GHz,Aruba,ac
